weekday_name,hour,person_type,age_group,gender,is_weekend,is_holiday,visitor_count,concurrent_wait_count,hour_sin,hour_cos,wait_duration,rolling_wait_mean,rolling_exit_count,is_morning_rush,is_lunch_time,is_evening_rush,prev_wait,wait_diff
Wednesday,13,dine-in,30s,M,0,0,5,5,-0.2588190451025208,-0.9659258262890683,11,13.6,1,0,1,0,7.0,4.0
Wednesday,16,dine-in,teen,M,0,0,7,7,-0.8660254037844385,-0.5000000000000004,7,10.5,1,0,0,0,12.0,-5.0
Wednesday,13,dine-in,50s,F,0,0,5,5,-0.2588190451025208,-0.9659258262890683,8,11.4,0,0,1,0,14.0,-6.0
Wednesday,16,dine-in,30s,F,0,0,7,7,-0.8660254037844385,-0.5000000000000004,10,10.6,0,0,0,0,7.0,3.0
Wednesday,12,dine-in,50s,F,0,0,5,5,1.2246467991473532e-16,-1.0,19,14.3,0,0,1,0,18.0,1.0
Wednesday,11,dine-in,20s,F,0,0,3,3,0.258819045102521,-0.9659258262890682,17,12.4,0,0,0,0,12.0,5.0
Wednesday,17,dine-in,30s,M,0,0,8,8,-0.9659258262890683,-0.25881904510252063,11,11.8,2,0,0,1,15.0,-4.0
Wednesday,17,dine-in,20s,F,0,0,8,8,-0.9659258262890683,-0.25881904510252063,15,10.9,1,0,0,1,18.0,-3.0
Wednesday,18,dine-in,teen,F,0,0,3,3,-1.0,-1.8369701987210297e-16,11,12.8,0,0,0,1,12.0,-1.0
Wednesday,11,dine-in,40s,F,0,0,3,3,0.258819045102521,-0.9659258262890682,20,13.1,0,0,0,0,17.0,3.0
Wednesday,14,dine-in,20s,M,0,0,5,5,-0.4999999999999997,-0.8660254037844388,13,10.7,0,0,0,0,16.0,-3.0
Wednesday,20,dine-in,40s,F,0,0,4,4,-0.8660254037844386,0.5000000000000001,6,14.4,1,0,0,0,12.0,-6.0
Wednesday,17,dine-in,teen,F,0,0,8,8,-0.9659258262890683,-0.25881904510252063,8,9.8,1,0,0,1,14.0,-6.0
Wednesday,15,dine-in,30s,M,0,0,2,2,-0.7071067811865471,-0.7071067811865479,10,11.3,0,0,0,0,14.0,-4.0
Wednesday,14,dine-in,60+,M,0,0,5,5,-0.4999999999999997,-0.8660254037844388,16,10.7,2,0,0,0,8.0,8.0
Wednesday,18,dine-in,50s,F,0,0,3,3,-1.0,-1.8369701987210297e-16,17,13.7,1,0,0,1,11.0,6.0
Wednesday,11,dine-in,50s,M,0,0,3,3,0.258819045102521,-0.9659258262890682,18,14.4,0,0,0,0,20.0,-2.0
Wednesday,14,dine-in,20s,M,0,0,5,5,-0.4999999999999997,-0.8660254037844388,13,10.5,0,0,0,0,6.0,7.0
Wednesday,10,dine-in,40s,F,0,0,2,2,0.49999999999999994,-0.8660254037844387,9,11.3,0,0,0,0,11.0,-2.0
Wednesday,16,dine-in,50s,M,0,0,7,7,-0.8660254037844385,-0.5000000000000004,9,11.1,1,0,0,0,10.0,-1.0
Wednesday,12,dine-in,50s,M,0,0,5,5,1.2246467991473532e-16,-1.0,17,14.7,2,0,1,0,9.0,8.0
Wednesday,13,dine-in,60+,M,0,0,5,5,-0.2588190451025208,-0.9659258262890683,11,13.0,1,0,1,0,11.0,0.0
Wednesday,12,dine-in,50s,F,0,0,5,5,1.2246467991473532e-16,-1.0,5,13.7,0,0,1,0,17.0,-12.0
Wednesday,17,dine-in,20s,M,0,0,8,8,-0.9659258262890683,-0.25881904510252063,15,11.4,2,0,0,1,15.0,0.0
Wednesday,12,dine-in,20s,F,0,0,5,5,1.2246467991473532e-16,-1.0,13,13.9,2,0,1,0,5.0,8.0
Wednesday,17,dine-in,teen,M,0,0,8,8,-0.9659258262890683,-0.25881904510252063,20,12.6,1,0,0,1,11.0,9.0
Wednesday,13,dine-in,30s,M,0,0,5,5,-0.2588190451025208,-0.9659258262890683,7,13.7,1,0,1,0,13.0,-6.0
Wednesday,14,dine-in,50s,M,0,0,5,5,-0.4999999999999997,-0.8660254037844388,6,10.1,1,0,0,0,8.0,-2.0
Thursday,18,dine-in,40s,M,0,0,4,4,-1.0,-1.8369701987210297e-16,16,10.6,0,0,0,1,17.0,-1.0
Thursday,14,dine-in,60+,F,0,0,8,8,-0.4999999999999997,-0.8660254037844388,7,10.6,1,0,0,0,13.0,-6.0
Thursday,13,dine-in,60+,M,0,0,4,4,-0.2588190451025208,-0.9659258262890683,11,11.9,0,0,1,0,14.0,-3.0
Thursday,16,dine-in,teen,F,0,0,2,2,-0.8660254037844385,-0.5000000000000004,7,8.9,0,0,0,0,5.0,2.0
Thursday,18,dine-in,20s,F,0,0,4,4,-1.0,-1.8369701987210297e-16,17,10.4,0,0,0,1,13.0,4.0
Thursday,20,dine-in,20s,M,0,0,2,2,-0.8660254037844386,0.5000000000000001,14,11.6,1,0,0,0,13.0,1.0
Thursday,11,dine-in,40s,M,0,0,1,1,0.258819045102521,-0.9659258262890682,16,12.9,0,0,0,0,6.0,10.0
Thursday,18,dine-in,teen,F,0,0,4,4,-1.0,-1.8369701987210297e-16,13,9.5,0,0,0,1,11.0,2.0
Thursday,9,dine-in,40s,M,0,0,4,4,0.7071067811865476,-0.7071067811865475,6,14.1,0,1,0,0,17.0,-11.0
Thursday,9,dine-in,teen,F,0,0,4,4,0.7071067811865476,-0.7071067811865475,9,13.3,0,1,0,0,6.0,3.0
Thursday,14,dine-in,50s,M,0,0,8,8,-0.4999999999999997,-0.8660254037844388,5,10.2,2,0,0,0,7.0,-2.0
Thursday,13,dine-in,30s,M,0,0,4,4,-0.2588190451025208,-0.9659258262890683,6,10.7,1,0,1,0,16.0,-10.0
Thursday,14,dine-in,30s,F,0,0,8,8,-0.4999999999999997,-0.8660254037844388,14,9.9,1,0,0,0,8.0,6.0
Thursday,15,dine-in,30s,M,0,0,3,3,-0.7071067811865471,-0.7071067811865479,16,10.0,2,0,0,0,7.0,9.0
Thursday,9,dine-in,50s,F,0,0,4,4,0.7071067811865476,-0.7071067811865475,6,12.3,0,1,0,0,9.0,-3.0
Thursday,14,dine-in,50s,M,0,0,8,8,-0.4999999999999997,-0.8660254037844388,5,10.6,0,0,0,0,9.0,-4.0
Thursday,15,dine-in,teen,M,0,0,3,3,-0.7071067811865471,-0.7071067811865479,7,9.8,1,0,0,0,16.0,-9.0
Thursday,12,dine-in,60+,F,0,0,3,3,1.2246467991473532e-16,-1.0,9,11.2,1,0,1,0,14.0,-5.0
Thursday,17,dine-in,20s,F,0,0,1,1,-0.9659258262890683,-0.25881904510252063,11,8.7,0,0,0,1,7.0,4.0
Thursday,12,dine-in,40s,F,0,0,3,3,1.2246467991473532e-16,-1.0,14,12.3,0,0,1,0,16.0,-2.0
Thursday,13,dine-in,50s,M,0,0,4,4,-0.2588190451025208,-0.9659258262890683,16,11.8,1,0,1,0,11.0,5.0
Thursday,14,dine-in,40s,F,0,0,8,8,-0.4999999999999997,-0.8660254037844388,13,11.3,0,0,0,0,16.0,-3.0
Thursday,16,dine-in,30s,F,0,0,2,2,-0.8660254037844385,-0.5000000000000004,7,8.3,0,0,0,0,7.0,0.0
Thursday,14,dine-in,50s,F,0,0,8,8,-0.4999999999999997,-0.8660254037844388,16,11.6,0,0,0,0,5.0,11.0
Thursday,14,dine-in,20s,F,0,0,8,8,-0.4999999999999997,-0.8660254037844388,8,9.6,1,0,0,0,5.0,3.0
Thursday,12,dine-in,40s,F,0,0,3,3,1.2246467991473532e-16,-1.0,14,11.4,0,0,1,0,9.0,5.0
Thursday,13,dine-in,teen,F,0,0,4,4,-0.2588190451025208,-0.9659258262890683,9,11.0,0,0,1,0,6.0,3.0
Thursday,14,dine-in,30s,F,0,0,8,8,-0.4999999999999997,-0.8660254037844388,7,9.0,1,0,0,0,14.0,-7.0
Thursday,20,dine-in,teen,F,0,0,2,2,-0.8660254037844386,0.5000000000000001,13,10.9,0,0,0,0,13.0,0.0
Thursday,18,dine-in,20s,M,0,0,4,4,-1.0,-1.8369701987210297e-16,13,11.2,0,0,0,1,16.0,-3.0
Thursday,15,dine-in,30s,M,0,0,3,3,-0.7071067811865471,-0.7071067811865479,5,9.8,1,0,0,0,7.0,-2.0
Thursday,9,dine-in,50s,F,0,0,4,4,0.7071067811865476,-0.7071067811865475,17,14.6,0,1,0,0,17.0,0.0
Friday,13,dine-in,30s,M,0,0,8,8,-0.2588190451025208,-0.9659258262890683,8,13.0,2,0,1,0,16.0,-8.0
Friday,11,dine-in,30s,M,0,0,3,3,0.258819045102521,-0.9659258262890682,15,13.9,1,0,0,0,14.0,1.0
Friday,14,dine-in,50s,M,0,0,7,7,-0.4999999999999997,-0.8660254037844388,9,12.8,3,0,0,0,5.0,4.0
Friday,19,dine-in,20s,F,0,0,6,6,-0.9659258262890684,0.2588190451025203,16,13.4,2,0,0,1,12.0,4.0
Friday,13,dine-in,20s,M,0,0,8,8,-0.2588190451025208,-0.9659258262890683,10,13.1,1,0,1,0,12.0,-2.0
Friday,19,dine-in,teen,F,0,0,6,6,-0.9659258262890684,0.2588190451025203,20,14.2,0,0,0,1,20.0,0.0
Friday,13,dine-in,30s,F,0,0,8,8,-0.2588190451025208,-0.9659258262890683,16,14.4,1,0,1,0,10.0,6.0
Friday,13,dine-in,30s,F,0,0,8,8,-0.2588190451025208,-0.9659258262890683,19,13.8,2,0,1,0,16.0,3.0
Friday,17,dine-in,20s,F,0,0,2,2,-0.9659258262890683,-0.25881904510252063,8,11.8,0,0,0,1,12.0,-4.0
Friday,14,dine-in,20s,M,0,0,7,7,-0.4999999999999997,-0.8660254037844388,11,13.6,0,0,0,0,17.0,-6.0
Friday,18,dine-in,40s,F,0,0,3,3,-1.0,-1.8369701987210297e-16,20,12.2,0,0,0,1,6.0,14.0
Friday,14,dine-in,teen,F,0,0,7,7,-0.4999999999999997,-0.8660254037844388,18,14.1,2,0,0,0,19.0,-1.0
Friday,19,dine-in,30s,M,0,0,6,6,-0.9659258262890684,0.2588190451025203,20,12.3,1,0,0,1,20.0,0.0
Friday,10,dine-in,40s,M,0,0,2,2,0.49999999999999994,-0.8660254037844387,17,14.0,0,0,0,0,18.0,-1.0
Friday,12,dine-in,60+,M,0,0,3,3,1.2246467991473532e-16,-1.0,12,13.5,0,0,1,0,15.0,-3.0
Friday,19,dine-in,30s,M,0,0,6,6,-0.9659258262890684,0.2588190451025203,20,13.0,1,0,0,1,5.0,15.0
Friday,13,dine-in,50s,M,0,0,8,8,-0.2588190451025208,-0.9659258262890683,12,13.8,1,0,1,0,16.0,-4.0
Friday,17,dine-in,teen,M,0,0,2,2,-0.9659258262890683,-0.25881904510252063,15,12.2,1,0,0,1,8.0,7.0
Friday,19,dine-in,20s,M,0,0,6,6,-0.9659258262890684,0.2588190451025203,12,13.0,1,0,0,1,20.0,-8.0
Friday,15,dine-in,30s,F,0,0,2,2,-0.7071067811865471,-0.7071067811865479,5,13.2,1,0,0,0,19.0,-14.0
Friday,9,dine-in,teen,F,0,0,1,1,0.7071067811865476,-0.7071067811865475,8,11.9,0,1,0,0,14.0,-6.0
Friday,16,dine-in,20s,F,0,0,3,3,-0.8660254037844385,-0.5000000000000004,12,12.5,0,0,0,0,5.0,7.0
Friday,18,dine-in,30s,F,0,0,3,3,-1.0,-1.8369701987210297e-16,6,12.2,0,0,0,1,8.0,-2.0
Friday,16,dine-in,20s,F,0,0,3,3,-0.8660254037844385,-0.5000000000000004,12,12.7,2,0,0,0,17.0,-5.0
Friday,18,dine-in,30s,F,0,0,3,3,-1.0,-1.8369701987210297e-16,8,12.5,0,0,0,1,15.0,-7.0
Friday,14,dine-in,30s,F,0,0,7,7,-0.4999999999999997,-0.8660254037844388,20,13.2,2,0,0,0,9.0,11.0
Friday,11,dine-in,50s,M,0,0,3,3,0.258819045102521,-0.9659258262890682,14,14.1,0,0,0,0,11.0,3.0
Friday,15,dine-in,20s,F,0,0,2,2,-0.7071067811865471,-0.7071067811865479,19,14.3,0,0,0,0,20.0,-1.0
Friday,10,dine-in,50s,F,0,0,2,2,0.49999999999999994,-0.8660254037844387,18,13.0,0,0,0,0,8.0,10.0
Friday,12,dine-in,30s,F,0,0,3,3,1.2246467991473532e-16,-1.0,15,13.7,1,0,1,0,12.0,3.0
Friday,14,dine-in,30s,F,0,0,7,7,-0.4999999999999997,-0.8660254037844388,17,14.1,3,0,0,0,9.0,8.0
Friday,14,dine-in,20s,F,0,0,7,7,-0.4999999999999997,-0.8660254037844388,9,13.4,1,0,0,0,18.0,-9.0
Friday,13,dine-in,teen,F,0,0,8,8,-0.2588190451025208,-0.9659258262890683,16,13.1,2,0,1,0,8.0,8.0
Friday,12,dine-in,20s,M,0,0,3,3,1.2246467991473532e-16,-1.0,16,14.0,0,0,1,0,15.0,1.0
Friday,13,dine-in,50s,M,0,0,8,8,-0.2588190451025208,-0.9659258262890683,10,13.6,1,0,1,0,16.0,-6.0
Friday,11,dine-in,40s,F,0,0,3,3,0.258819045102521,-0.9659258262890682,11,14.0,0,0,0,0,17.0,-6.0
Friday,19,dine-in,40s,F,0,0,6,6,-0.9659258262890684,0.2588190451025203,5,12.2,0,0,0,1,16.0,-11.0
Friday,13,dine-in,20s,M,0,0,8,8,-0.2588190451025208,-0.9659258262890683,16,13.6,1,0,1,0,10.0,6.0
Friday,14,dine-in,20s,M,0,0,7,7,-0.4999999999999997,-0.8660254037844388,5,12.9,1,0,0,0,11.0,-6.0
Friday,16,dine-in,30s,M,0,0,3,3,-0.8660254037844385,-0.5000000000000004,17,12.4,0,0,0,0,12.0,5.0
Saturday,10,dine-in,50s,M,1,0,2,2,0.49999999999999994,-0.8660254037844387,9,14.4,0,0,0,0,16.0,-7.0
Saturday,20,dine-in,30s,F,1,0,1,1,-0.8660254037844386,0.5000000000000001,15,10.7,0,0,0,0,10.0,5.0
Saturday,12,dine-in,50s,M,1,0,7,7,1.2246467991473532e-16,-1.0,20,12.1,1,0,1,0,6.0,14.0
Saturday,15,dine-in,20s,F,1,0,4,4,-0.7071067811865471,-0.7071067811865479,14,12.4,0,0,0,0,5.0,9.0
Saturday,18,dine-in,20s,M,1,0,3,3,-1.0,-1.8369701987210297e-16,16,11.4,0,0,0,1,6.0,10.0
Saturday,15,dine-in,60+,F,1,0,4,4,-0.7071067811865471,-0.7071067811865479,14,12.5,1,0,0,0,9.0,5.0
Saturday,17,dine-in,20s,F,1,0,4,4,-0.9659258262890683,-0.25881904510252063,17,11.7,0,0,0,1,9.0,8.0
Saturday,12,dine-in,20s,M,1,0,7,7,1.2246467991473532e-16,-1.0,8,11.0,1,0,1,0,6.0,2.0
Saturday,12,dine-in,40s,M,1,0,7,7,1.2246467991473532e-16,-1.0,20,9.9,2,0,1,0,5.0,15.0
Saturday,16,dine-in,20s,F,1,0,2,2,-0.8660254037844385,-0.5000000000000004,10,12.3,0,0,0,0,19.0,-9.0
Saturday,17,dine-in,teen,F,1,0,4,4,-0.9659258262890683,-0.25881904510252063,9,10.5,0,0,0,1,6.0,3.0
Saturday,10,dine-in,50s,M,1,0,2,2,0.49999999999999994,-0.8660254037844387,8,14.6,0,0,0,0,9.0,-1.0
Saturday,14,dine-in,20s,M,1,0,3,3,-0.4999999999999997,-0.8660254037844388,9,12.9,0,0,0,0,14.0,-5.0
Saturday,14,dine-in,30s,F,1,0,3,3,-0.4999999999999997,-0.8660254037844388,5,13.1,0,0,0,0,15.0,-10.0
Saturday,13,dine-in,20s,M,1,0,7,7,-0.2588190451025208,-0.9659258262890683,16,12.7,2,0,1,0,14.0,2.0
Saturday,13,dine-in,30s,M,1,0,7,7,-0.2588190451025208,-0.9659258262890683,15,13.4,2,0,1,0,18.0,-3.0
Saturday,13,dine-in,60+,F,1,0,7,7,-0.2588190451025208,-0.9659258262890683,11,11.1,1,0,1,0,9.0,2.0
Saturday,18,dine-in,20s,M,1,0,3,3,-1.0,-1.8369701987210297e-16,6,11.5,0,0,0,1,16.0,-10.0
Saturday,12,dine-in,30s,F,1,0,7,7,1.2246467991473532e-16,-1.0,5,9.5,1,0,1,0,8.0,-3.0
Saturday,13,dine-in,40s,M,1,0,7,7,-0.2588190451025208,-0.9659258262890683,18,10.8,2,0,1,0,20.0,-2.0
Saturday,13,dine-in,teen,M,1,0,7,7,-0.2588190451025208,-0.9659258262890683,18,12.5,3,0,1,0,16.0,2.0
Saturday,11,dine-in,teen,M,1,0,1,1,0.258819045102521,-0.9659258262890682,9,13.5,0,0,0,0,8.0,1.0
Saturday,14,dine-in,teen,M,1,0,3,3,-0.4999999999999997,-0.8660254037844388,14,14.0,0,0,0,0,5.0,9.0
Saturday,13,dine-in,30s,M,1,0,7,7,-0.2588190451025208,-0.9659258262890683,9,10.9,0,0,1,0,18.0,-9.0
Saturday,13,dine-in,20s,F,1,0,7,7,-0.2588190451025208,-0.9659258262890683,14,11.7,2,0,1,0,11.0,3.0
Saturday,16,dine-in,teen,F,1,0,2,2,-0.8660254037844385,-0.5000000000000004,6,11.1,1,0,0,0,10.0,-4.0
Saturday,9,dine-in,40s,M,1,0,1,1,0.7071067811865476,-0.7071067811865475,16,14.3,0,1,0,0,20.0,-4.0
Saturday,12,dine-in,30s,F,1,0,7,7,1.2246467991473532e-16,-1.0,6,12.2,0,0,1,0,20.0,-14.0
Saturday,12,dine-in,40s,M,1,0,7,7,1.2246467991473532e-16,-1.0,6,11.7,0,0,1,0,8.0,-2.0
Saturday,15,dine-in,30s,F,1,0,4,4,-0.7071067811865471,-0.7071067811865479,5,12.1,1,0,0,0,14.0,-9.0
Saturday,18,dine-in,teen,F,1,0,3,3,-1.0,-1.8369701987210297e-16,10,11.1,1,0,0,1,6.0,4.0
Saturday,17,dine-in,60+,M,1,0,4,4,-0.9659258262890683,-0.25881904510252063,6,11.2,0,0,0,1,12.0,-6.0
Saturday,12,dine-in,50s,M,1,0,7,7,1.2246467991473532e-16,-1.0,8,12.3,0,0,1,0,9.0,-1.0
Saturday,15,dine-in,30s,F,1,0,4,4,-0.7071067811865471,-0.7071067811865479,19,12.9,0,0,0,0,14.0,5.0
Saturday,17,dine-in,20s,F,1,0,4,4,-0.9659258262890683,-0.25881904510252063,12,11.5,0,0,0,1,17.0,-5.0
Sunday,12,dine-in,60+,M,1,0,6,6,1.2246467991473532e-16,-1.0,13,11.2,0,0,1,0,15.0,-2.0
Sunday,13,dine-in,60+,M,1,0,6,6,-0.2588190451025208,-0.9659258262890683,6,12.1,0,0,1,0,10.0,-4.0
Sunday,19,dine-in,20s,F,1,0,4,4,-0.9659258262890684,0.2588190451025203,9,12.9,0,0,0,1,20.0,-11.0
Sunday,14,dine-in,50s,F,1,0,4,4,-0.4999999999999997,-0.8660254037844388,18,12.7,0,0,0,0,6.0,12.0
Sunday,14,dine-in,30s,F,1,0,4,4,-0.4999999999999997,-0.8660254037844388,15,13.4,0,0,0,0,18.0,-3.0
Sunday,12,dine-in,20s,F,1,0,6,6,1.2246467991473532e-16,-1.0,8,10.8,1,0,1,0,12.0,-4.0
Sunday,11,dine-in,30s,M,1,0,5,5,0.258819045102521,-0.9659258262890682,9,11.3,0,0,0,0,7.0,2.0
Sunday,15,dine-in,50s,M,1,0,4,4,-0.7071067811865471,-0.7071067811865479,20,13.9,1,0,0,0,8.0,12.0
Sunday,12,dine-in,30s,F,1,0,6,6,1.2246467991473532e-16,-1.0,12,11.6,0,0,1,0,9.0,3.0
Sunday,16,dine-in,20s,M,1,0,4,4,-0.8660254037844385,-0.5000000000000004,6,11.0,1,0,0,0,14.0,-8.0
Sunday,14,dine-in,60+,M,1,0,4,4,-0.4999999999999997,-0.8660254037844388,13,13.2,0,0,0,0,15.0,-2.0
Sunday,11,dine-in,teen,M,1,0,5,5,0.258819045102521,-0.9659258262890682,15,14.6,1,0,0,0,6.0,9.0
Sunday,13,dine-in,20s,F,1,0,6,6,-0.2588190451025208,-0.9659258262890683,8,10.5,0,0,1,0,13.0,-5.0
Sunday,16,dine-in,20s,F,1,0,4,4,-0.8660254037844385,-0.5000000000000004,7,11.4,0,0,0,0,8.0,-1.0
Sunday,12,dine-in,teen,M,1,0,6,6,1.2246467991473532e-16,-1.0,18,12.5,0,0,1,0,9.0,9.0
Sunday,9,dine-in,50s,M,1,0,7,7,0.7071067811865476,-0.7071067811865475,20,11.7,0,1,0,0,15.0,5.0
